@RELATION Friedman1

@ATTRIBUTE x1  NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3  NUMERIC
@ATTRIBUTE x4  NUMERIC
@ATTRIBUTE x5  NUMERIC
@ATTRIBUTE x6  NUMERIC
@ATTRIBUTE x7  NUMERIC
@ATTRIBUTE x8  NUMERIC
@ATTRIBUTE x9  NUMERIC
@ATTRIBUTE x10  NUMERIC
@ATTRIBUTE label  NUMERIC

@DATA
0.6672160334855493,0.5271501910629788,0.9772365521833684,0.5393168068970934,0.48871536189169573,0.1698918101578748,0.9195091185216224,0.3234706663632406,0.28814960522139255,0.279359904102378,20.316642237760444
0.5897300564065016,0.7940701940627121,0.7892907221071421,0.6825447219761205,0.7389600036201657,0.05229091584778245,0.6762290029477968,0.6014037013113431,0.08662564716121945,0.8851854422058466,22.648593282696645
0.4703754368803086,0.051408475389767117,0.13567869937853272,0.3515823589773289,0.6379106942268811,0.38085497310630867,0.1219033085299216,0.8739975718969085,0.22165694699581573,0.3965242425786598,8.727100040617847
0.5871487003528798,0.09122822842814038,0.6907620679947096,0.9597572279864081,0.6063028406566152,0.9303990513486132,0.6322504515060269,0.15673408809334255,0.2691115060889441,0.8425842453897519,15.10369067775577
0.37040823717888016,0.14772478430966174,0.6204869902258786,0.9127281519022704,0.5931352246731623,0.5823043443239676,0.8967389237553678,0.6024405619754131,0.5888094068101387,0.03100285803409386,13.312781435782954
0.5601993310118686,0.21334339162201377,0.7528745371707919,0.2285865579054096,0.3310029794014997,0.7689975965110233,0.6102748898153355,0.050143363770039806,0.142322809977944,0.9050401058777877,7.932951325274898
0.7180255114638232,0.0483722443111082,0.7041499288775948,0.5300126294604666,0.46162040774728896,0.06895278001752314,0.15074577220244012,0.4734657239649942,0.9396452301102318,0.9305977512180941,8.971885695526172
0.06818449065159904,0.07327264566255032,0.8428746170778401,0.40736800105419235,0.05094098523039636,0.6706896937840688,0.47729930024378375,0.7830554902474646,0.8202705903947655,0.2795505514077753,6.013862888926566
0.8549410885277332,0.06091701063543342,0.8521645580831554,0.27508458147382797,0.08197894711183773,0.5067677557063788,0.40895479172435023,0.80820000616098,0.11062237296360089,0.5794200093995058,6.317757319387367
0.846180625702927,0.792674280571272,0.2893333540175348,0.4596794122875779,0.07511885943782937,0.735546302931892,0.045411777838657796,0.32758752566551463,0.10141820977649452,0.385105909745753,13.642544836056517
0.4646228223515657,0.2573256032972766,0.631567443362369,0.15622824652698664,0.49445983788467296,0.10017195363035103,0.8414663874854789,0.5594014454388999,0.9907996255250164,0.008130902928462191,8.636672779894916
0.5351573813080555,0.40764853073990837,0.8521210667789203,0.31432838555073817,0.08681420147907937,0.40464530337976057,0.04112258497389654,0.33099599709522165,0.7553746316003568,0.8276878095830181,11.283486884994359
0.380487593514067,0.2518411297624549,0.1887413159568353,0.41076441449545364,0.6277113107242778,0.7528282939933927,0.1932653858343889,0.20583952403306582,0.4833160376045005,0.07387242932338312,13.505417409090075
0.13426590431139396,0.15455661430601808,0.8674469766042551,0.3336724818479321,0.6546272456665879,0.33792111897780475,0.011753399842607704,0.5808890951296172,0.7510558998786971,0.38812388387317265,10.93883849453852
0.6566252969201741,0.6170976361779742,0.6313670068357786,0.3445184510662286,0.9182687772239249,0.9404239482708933,0.19120984937641305,0.31486673077825067,0.19576823940721144,0.25349675247894166,16.94692309573186
