@RELATION Friedman1

@ATTRIBUTE x1  NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3  NUMERIC
@ATTRIBUTE x4  NUMERIC
@ATTRIBUTE x5  NUMERIC
@ATTRIBUTE x6  NUMERIC
@ATTRIBUTE x7  NUMERIC
@ATTRIBUTE x8  NUMERIC
@ATTRIBUTE x9  NUMERIC
@ATTRIBUTE x10  NUMERIC
@ATTRIBUTE label  NUMERIC

@DATA
0.2595503502770904,0.09901835445031959,0.22407963332490666,0.5093002737195879,0.077251267541113,0.0726898604354419,0.14667234066730372,0.011292033620087238,0.7780867701392714,0.15255062991594737,8.820750323238114
0.42474252127508194,0.0834397430206193,0.5419775917390789,0.5559535905308527,0.28590516587015113,0.6607597002723715,0.9614630297542381,0.40038646150545343,0.32296353459262694,0.020187165935719453,8.649240058781931
0.9428026488296086,0.3267864804698186,0.31494837536778575,0.03762340267674191,0.42364533443949104,0.275031860770253,0.5994810448052925,0.7231512391036321,0.4102259183597604,0.8005566848392871,13.7122239361529
0.5389714610449254,0.8261980680866056,0.4239637120355415,0.4470122965222988,0.35070110102639396,0.19402595814308887,0.5655013669279771,0.5971248682394686,0.3296298881267341,0.7397810628217515,12.212692723545109
0.05363620496064425,0.91237522555441,0.28280542420372157,0.330435255911419,0.2772607341923775,0.9418539124800888,0.8155415613486908,0.6403048501640066,0.11034266687701044,0.7316207580914504,10.138384768641064
0.9620727798426894,0.032432913740535585,0.4831392368758146,0.2981247229998647,0.5371797349087427,0.8279728135451442,0.9772540785177471,0.6427168162968144,0.5003200730926824,0.9028130655500826,9.81671214878733
0.5178099573568826,0.5790147256643076,0.5700886896016022,0.41103385736211673,0.07292353936764706,0.020855088279320144,0.30436912638065694,0.5763883618986811,0.6388332467659916,0.5357953209966941,12.310025345262986
0.8703284446556943,0.9158528468926168,0.6884454383429429,0.9076038751546498,0.7684458038559163,0.9633913895445417,0.6917271484053724,0.17090420899447523,0.8460546414080995,0.5474323878873295,-0.36457888692135065
0.2782890719218558,0.08211415595817817,0.03841734597257207,0.9421559888932858,0.10566547688593464,0.2730492911702206,0.4091399929978681,0.760542612431107,0.5212124603624153,0.3970351542278425,14.171421004063003
0.22677446671490353,0.286234668401272,0.6612094321399701,0.4220999661118173,0.010743504268277304,0.05161516455342563,0.717663382968019,0.8517956938009935,0.7072642034519938,0.8611081399140815,6.435513247774506
0.7214791825369478,0.06142248794812155,0.41473362509040845,0.13155765729958357,0.3400732116738554,0.1259073817747196,0.36808001977279314,0.3756436135927128,0.8681717954502942,0.48531522636652025,10.704534623846314
0.21287172756313,0.8896444743680341,0.8024501541327264,0.5449461222404232,0.952515143837407,0.22345764543914093,0.133831256598409,0.8392003560075719,0.3356620628512833,0.8086410150397593,17.58223898122015
